,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Label,Score,contest_id,contestant_id,won,probability,market_dividend,ability
0,1,CH,237,1,1.75,1.99,0.0,0.0,0,0,0.5,1.99,1.75,0.24,No,0.0,0.0,0.24,1,CH,0.5903,0,1,1,0.5903,1.694053870913095,-0.16146741589307817
1070,1,CH,237,1,1.75,1.99,0.0,0.0,0,0,0.5,1.99,1.75,0.24,No,0.0,0.0,0.24,1,CH,0.5903,0,0,0,0.40969999999999995,2.44081034903588,0.16146741589307817
1071,2,CH,239,1,1.75,1.99,0.0,0.3,0,1,0.6,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.6417,1,0,0,0.35829999999999995,2.7909572983533355,0.2567211154936434
1,2,CH,239,1,1.75,1.99,0.0,0.3,0,1,0.6,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.6417,1,1,1,0.6417,1.5583606046439145,-0.2567211154936434
2,3,CH,245,1,1.86,2.09,0.17,0.0,0,0,0.68,2.09,1.69,0.4,No,0.0,0.091398,0.23,1,CH,0.9435,2,1,1,0.9435,1.0598834128245893,-1.1216397762360644
1072,3,CH,245,1,1.86,2.09,0.17,0.0,0,0,0.68,2.09,1.69,0.4,No,0.0,0.091398,0.23,1,CH,0.9435,2,0,0,0.056499999999999995,17.69911504424779,1.1216397762360644
3,4,MM,227,1,1.69,1.69,0.0,0.0,0,0,0.4,1.69,1.69,0.0,No,0.0,0.0,0.0,1,MM,0.7942,3,0,1,0.20579999999999998,4.8590864917395535,0.5810546273512902
1073,4,MM,227,1,1.69,1.69,0.0,0.0,0,0,0.4,1.69,1.69,0.0,No,0.0,0.0,0.0,1,CH,0.7942,3,1,0,0.7942,1.2591286829513977,-0.5810546273512902
4,5,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.956535,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0,CH,0.7984,4,1,1,0.7984,1.25250501002004,-0.5916974427077031
1074,5,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.956535,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0,CH,0.7984,4,0,0,0.2016,4.9603174603174605,0.5916974427077031
1075,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.8516,5,0,0,0.14839999999999998,6.738544474393532,0.7386192576069095
5,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.8516,5,1,1,0.8516,1.1742602160638798,-0.7386192576069095
1076,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.8631,6,0,0,0.13690000000000002,7.304601899196492,0.7745205751873105
6,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.8631,6,1,1,0.8631,1.1586142973004288,-0.7745205751873105
1077,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.7971,7,0,0,0.20289999999999997,4.9285362247412525,0.5884042159801953
7,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.7971,7,1,1,0.7971,1.2545477355413372,-0.5884042159801953
1078,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.8111,8,0,0,0.18889999999999996,5.293806246691372,0.6238464778633279
8,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.8111,8,1,1,0.8111,1.2328936012822094,-0.6238464778633279
1079,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.8111,9,0,0,0.18889999999999996,5.293806246691372,0.6238464778633279
9,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.8111,9,1,1,0.8111,1.2328936012822094,-0.6238464778633279
1080,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.8511,10,0,0,0.14890000000000003,6.715916722632638,0.7371204076730686
10,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.8511,10,1,1,0.8511,1.1749500646222537,-0.7371204076730686
1081,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9564,11,0,0,0.04359999999999997,22.935779816513776,1.2101122259702775
11,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9564,11,1,1,0.9564,1.0455876202425762,-1.2101122259702772
12,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.7139,12,1,1,0.7139,1.4007564084605688,-0.3997704100695403
1082,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.7139,12,0,0,0.2861,3.495281370150297,0.3997704100695403
13,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.904,13,1,1,0.904,1.1061946902654867,-0.9233718001005409
1083,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.904,13,0,0,0.09599999999999997,10.41666666666667,0.9233718001005409
1084,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.881,14,0,0,0.119,8.403361344537815,0.8350733759780105
14,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.881,14,1,1,0.881,1.1350737797956867,-0.8350733759780105
1085,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.881,15,0,0,0.119,8.403361344537815,0.8350733759780105
15,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.881,15,1,1,0.881,1.1350737797956867,-0.8350733759780105
16,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,MM,0.5674,16,0,1,0.4326,2.311604253351826,0.12033262911276016
1086,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.5674,16,1,0,0.5674,1.7624250969333803,-0.12033262911276016
1087,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5595,17,0,1,0.4405,2.2701475595913734,0.10611228599275496
17,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5595,17,1,0,0.5595,1.7873100983020553,-0.10611228599275496
18,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.6291,18,1,0,0.6291,1.5895724050230489,-0.2335144351951508
1088,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.6291,18,0,1,0.3709,2.6961445133459154,0.2335144351951508
1089,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.7755,19,0,0,0.22450000000000003,4.454342984409799,0.5360800284789775
19,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.7755,19,1,1,0.7755,1.2894906511927788,-0.5360800284789775
1090,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8684,20,0,0,0.13160000000000005,7.598784194528872,0.7920299484792146
20,21,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.6,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.8684,20,1,1,0.8684,1.1515430677107323,-0.7920299484792146
1091,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.8975,21,0,0,0.10250000000000004,9.756097560975606,0.8970344462646376
21,22,CH,258,1,1.76,2.18,0.0,0.0,0,0,0.68,2.18,1.76,0.42,No,0.0,0.0,0.42,1,CH,0.8975,21,1,1,0.8975,1.1142061281337048,-0.8970344462646376
1092,23,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.744,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.891,22,0,0,0.10899999999999999,9.174311926605506,0.8715429559799824
