,Id,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE,Label,Score,contest_id,contestant_id,won,probability,market_dividend,ability
0,1,CH,237,1,1.75,1.99,0.0,0.0,0,0,0.5,1.99,1.75,0.24,No,0.0,0.0,0.24,1,CH,0.6031,0,1,1,0.6031,1.6580998176090203,-0.18450678746321159
1070,1,CH,237,1,1.75,1.99,0.0,0.0,0,0,0.5,1.99,1.75,0.24,No,0.0,0.0,0.24,1,CH,0.6031,0,0,0,0.39690000000000003,2.519526329050138,0.18450678746321159
1071,2,CH,239,1,1.75,1.99,0.0,0.3,0,1,0.6,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.6614,1,0,0,0.3386,2.9533372711163612,0.29460875975953926
1,2,CH,239,1,1.75,1.99,0.0,0.3,0,1,0.6,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.6614,1,1,1,0.6614,1.5119443604475356,-0.29460875975953926
2,3,CH,245,1,1.86,2.09,0.17,0.0,0,0,0.68,2.09,1.69,0.4,No,0.0,0.091398,0.23,1,CH,0.976,2,1,1,0.976,1.0245901639344261,-1.3996973165003064
1072,3,CH,245,1,1.86,2.09,0.17,0.0,0,0,0.68,2.09,1.69,0.4,No,0.0,0.091398,0.23,1,CH,0.976,2,0,0,0.02400000000000002,41.66666666666663,1.3996973165003064
3,4,MM,227,1,1.69,1.69,0.0,0.0,0,0,0.4,1.69,1.69,0.0,No,0.0,0.0,0.0,1,MM,0.7938,3,0,1,0.20620000000000005,4.849660523763335,0.5800404804374012
1073,4,MM,227,1,1.69,1.69,0.0,0.0,0,0,0.4,1.69,1.69,0.0,No,0.0,0.0,0.0,1,CH,0.7938,3,1,0,0.7938,1.2597631645250693,-0.5800404804374012
4,5,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.956535,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0,CH,0.9104,4,1,1,0.9104,1.0984182776801406,-0.9505854715822553
1074,5,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.956535,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0,CH,0.9104,4,0,0,0.08960000000000001,11.160714285714285,0.9505854715822553
1075,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.9702,5,0,0,0.02980000000000005,33.55704697986572,1.3330607601909854
5,6,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.965228,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0,CH,0.9702,5,1,1,0.9702,1.0307153164296021,-1.3330607601909854
1076,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.9328,6,0,0,0.06720000000000004,14.880952380952372,1.0591828773546164
6,7,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.972182,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0,CH,0.9328,6,1,1,0.9328,1.0720411663807892,-1.0591828773546164
1077,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9328,7,0,0,0.06720000000000004,14.880952380952372,1.0591828773546164
7,8,CH,234,7,1.75,1.99,0.0,0.4,1,0,0.977746,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9328,7,1,1,0.9328,1.0720411663807892,-1.0591828773546164
1078,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9328,8,0,0,0.06720000000000004,14.880952380952372,1.0591828773546164
8,9,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.982197,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9328,8,1,1,0.9328,1.0720411663807892,-1.0591828773546164
1079,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9328,9,0,0,0.06720000000000004,14.880952380952372,1.0591828773546164
9,10,CH,238,7,1.75,1.99,0.0,0.4,0,0,0.985757,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0,CH,0.9328,9,1,1,0.9328,1.0720411663807892,-1.0591828773546164
1080,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.9689,10,0,0,0.031100000000000017,32.15434083601284,1.319257899624553
10,11,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.988606,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0,CH,0.9689,10,1,1,0.9689,1.0320982557539478,-1.319257899624553
1081,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9924,11,0,0,0.007600000000000051,131.57894736842016,1.7183104555343285
11,12,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.990885,2.13,1.59,0.54,Yes,0.0,0.145161,0.27,0,CH,0.9924,11,1,1,0.9924,1.0076582023377672,-1.7183104555343285
12,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.8494,12,1,1,0.8494,1.177301624676242,-0.7320220920125136
1082,13,CH,276,7,1.99,2.13,0.0,0.54,0,1,0.992708,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0,CH,0.8494,12,0,0,0.15059999999999996,6.640106241699869,0.7320220920125136
13,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9296,13,1,1,0.9296,1.0757314974182444,-1.0423429008345313
1083,14,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.68,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0,CH,0.9296,13,0,0,0.07040000000000002,14.204545454545451,1.0423429008345313
1084,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9309,14,0,0,0.06910000000000005,14.471780028943549,1.0488940673337706
14,15,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.744,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9309,14,1,1,0.9309,1.074229240519927,-1.0488940673337706
1085,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9309,15,0,0,0.06910000000000005,14.471780028943549,1.0488940673337706
15,16,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.7952,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0,CH,0.9309,15,1,1,0.9309,1.074229240519927,-1.0488940673337706
16,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,MM,0.5369,16,0,1,0.46309999999999996,2.1593608291945587,0.06550406971085139
1086,17,MM,240,1,1.75,1.99,0.0,0.3,0,1,0.5,1.69,1.75,-0.06,No,0.150754,0.0,0.24,1,CH,0.5369,16,1,0,0.5369,1.8625442354255912,-0.06550406971085139
1087,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5575,17,0,1,0.4425,2.2598870056497176,0.1024172703477804
17,18,MM,268,2,1.86,2.18,0.0,0.0,0,1,0.4,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5575,17,1,0,0.5575,1.7937219730941705,-0.1024172703477804
18,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5575,18,1,0,0.5575,1.7937219730941705,-0.1024172703477804
1088,19,MM,269,2,1.86,2.18,0.0,0.0,0,0,0.32,2.18,1.86,0.32,No,0.0,0.0,0.32,2,CH,0.5575,18,0,1,0.4425,2.2598870056497176,0.1024172703477804
1089,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.7909,19,0,0,0.20909999999999995,4.782400765184123,0.5726846284983818
19,20,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0,CH,0.7909,19,1,1,0.7909,1.2643823492224049,-0.5726846284983818
